"","StationCode","N","turb_median","turb_max","turb_min","turb_quan1","turb_quan25","turb_quan5","turb_quan75","turb_quan9","turb_mean","N.gte.25","pct.gte.25","N.gte.40","pct.gte.40"
"305CAW049","305CAW049",1,1.63,1.63,1.63,1.63,1.63,1.63,1.63,1.63,1.63,0,0,0,0
"305CAW057","305CAW057",1,3.65,3.65,3.65,3.65,3.65,3.65,3.65,3.65,3.65,0,0,0,0
"305CAW097","305CAW097",1,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0,0,0,0
"305CAW161","305CAW161",1,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0,0,0,0
"305CCUSGS","305CCUSGS",1,1121,1121,1121,1121,1121,1121,1121,1121,1121,1,100,1,100
"305CHE","305CHE",10,2.45,43,0.1,0.46,0.65,2.45,6.05,18.79,7.64,1,10,1,10
"305CHI","305CHI",214,28.8,2534,0,6.618,12.45,28.8,58.675,141.01,97.3681308411215,118,55.1401869158878,83,38.785046728972
"305CLCSBR","305CLCSBR",1,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0,0,0,0
"305COR","305COR",174,16.85,2360,0,2.53,7.23,16.85,39.275,96.7300000000001,66.9794827586207,63,36.2068965517241,43,24.7126436781609
"305COR2","305COR2",23,2.4,325,0,0,0.695,2.4,7.65,15.04,18.9773913043478,2,8.69565217391304,1,4.34782608695652
"305FRA","305FRA",178,115.525,789,2.98,17.98,49.625,115.525,189.575,267.22,135.247078651685,156,87.6404494382023,140,78.6516853932584
"305FUF","305FUF",55,40,886,2.4,8.052,15.55,40,84.65,167.4,77.6372727272727,34,61.8181818181818,28,50.9090909090909
"305HAR","305HAR",27,89.7,275.1,9.5,23.18,46.2,89.7,128.15,166.94,95.5611111111111,23,85.1851851851852,21,77.7777777777778
"305HOL","305HOL",10,13.85,154,1.4,4.01,8.375,13.85,22,144.1,39.17,2,20,2,20
"305LCS","305LCS",149,3.66,705,0,0.18,1.68,3.66,6.8,29.7600000000001,18.3870268456376,16,10.738255033557,9,6.04026845637584
"305LEA","305LEA",6,34.75,179.9,0,1.65,10.2,34.75,48.725,116,50.8,4,66.6666666666667,2,33.3333333333333
"305LGCACR","305LGCACR",1,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0,0,0,0
"305LGCBRC","305LGCBRC",1,2.18,2.18,2.18,2.18,2.18,2.18,2.18,2.18,2.18,0,0,0,0
"305LHB","305LHB",3,212,232,37.3,72.24,124.65,212,222,228,160.433333333333,3,100,2,66.6666666666667
"305LLA","305LLA",59,15.2,224,0,4.5,10.6,15.2,27.7,70.7600000000002,34.8118644067797,16,27.1186440677966,10,16.9491525423729
"305LUC","305LUC",11,5.2,105,0.1,2.7,2.95,5.2,6.05,16.4,14.2181818181818,1,9.09090909090909,1,9.09090909090909
"305MON","305MON",10,23.75,155,7.1,9.53,11.65,23.75,69.15,114.5,46.82,4,40,3,30
"305MUR","305MUR",39,28.7,1850,6.1,9.84,12.95,28.7,82.85,664.4,185.426923076923,21,53.8461538461538,15,38.4615384615385
"305MVR","305MVR",10,27,236.6,0,8.82,15,27,49.35,162.26,57.94,5,50,3,30
"305OAK","305OAK",10,34.35,145,16.5,17.4,26.925,34.35,36.675,143.2,52.15,8,80,2,20
"305PAC","305PAC",38,3.7,222,0,0.07,1.075,3.7,10.75,27.1600000000001,17.1136842105263,4,10.5263157894737,3,7.89473684210526
"305PAJ","305PAJ",50,56.95,1161,17,27.06,38.6875,56.95,80.125,114,87.275,45,90,37,74
"305PES","305PES",1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0,0,0,0
"305PJP","305PJP",198,15.6,1000,0,3.11,5.75,15.6,30.375,98.5700000000001,52.5487878787879,58,29.2929292929293,42,21.2121212121212
"305PRR","305PRR",10,41.75,126,1.22,8.132,22.8,41.75,56.05,88.56,46.222,7,70,5,50
"305PS0034","305PS0034",1,1.98,1.98,1.98,1.98,1.98,1.98,1.98,1.98,1.98,0,0,0,0
"305PS0057","305PS0057",1,117,117,117,117,117,117,117,117,117,1,100,1,100
"305PS0061","305PS0061",1,2.83,2.83,2.83,2.83,2.83,2.83,2.83,2.83,2.83,0,0,0,0
"305SAN","305SAN",49,12,2231,0,1.24,3.9,12,72.3,764.800000000001,218.531632653061,20,40.8163265306122,15,30.6122448979592
"305SBH","305SBH",2,133,145,121,123.4,127,133,139,142.6,133,2,100,2,100
"305SJA","305SJA",167,13.9,712,0,1.6,6.885,13.9,22.05,46.86,32.1204191616766,33,19.7604790419162,21,12.5748502994012
"305SJN","305SJN",28,4.15,163.8,0,0.66,2.075,4.15,16.1,99.5,22.7464285714286,4,14.2857142857143,4,14.2857142857143
"305SSCAUC","305SSCAUC",1,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0,0,0,0
"305STL","305STL",105,18.7,5000,0,2.56,8,18.7,53.4,128.2,168.035333333333,44,41.9047619047619,29,27.6190476190476
"305TES","305TES",11,79,263,40.1,64,70.05,79,96.8,126,97.1090909090909,11,100,11,100
"305THU","305THU",190,8.2,3650,0,0.154,2.825,8.2,22.2,112.34,79.2511578947368,45,23.6842105263158,33,17.3684210526316
"305TRE","305TRE",25,3,1200,0,0,0.1,3,50.2,360.8,130.8688,10,40,8,32
"305TSR","305TSR",156,36,2878,0.9,12.2,17.075,36,79.325,194.5,99.4264102564103,96,61.5384615384615,71,45.5128205128205
"305UVA","305UVA",27,7.6,151,0,0.06,2,7.6,20.8,58.6600000000001,21.21,5,18.5185185185185,4,14.8148148148148
"305UVCASC","305UVCASC",1,0.53,0.53,0.53,0.53,0.53,0.53,0.53,0.53,0.53,0,0,0,0
"305VIS","305VIS",4,19.5,147,2.2,3.58,5.65,19.5,60.9,112.56,47.05,2,50,1,25
"305WCS","305WCS",29,3.65,253,1.34,1.714,2.13,3.65,9.06,82.56,29.1241379310345,5,17.2413793103448,4,13.7931034482759
"305WE0883","305WE0883",1,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0,0,0,0
"305WSA","305WSA",139,40.2,1200,0,7.696,14.55,40.2,109.75,188.44,88.571726618705,82,58.9928057553957,71,51.0791366906475
"306-CARNE-31","306-CARNE-31",18,73.3,507,4.67,6.644,15.625,73.3,181,406.8,132.261666666667,13,72.2222222222222,12,66.6666666666667
"306-CARNE-32","306-CARNE-32",18,34.25,418,5.75,7.255,11.3,34.25,92.975,212.9,76.7044444444444,11,61.1111111111111,8,44.4444444444444
"306-CARNE-33A","306-CARNE-33A",18,17,924,5.97,8.89,10.55,17,58.825,145.7,88.6905555555556,7,38.8888888888889,6,33.3333333333333
"306-CARNE-36","306-CARNE-36",20,12.4,1000,6.04,6.726,9.225,12.4,31.775,134.7,85.881,5,25,5,25
"306-CORNC-31","306-CORNC-31",21,4.7,200,1.2,2.19,2.48,4.7,14.8,19.8,17.3790476190476,2,9.52380952380952,1,4.76190476190476
"306CAR","306CAR",30,20,72,2.7,6.97,13,20,36.95,56.52,27.2266666666667,13,43.3333333333333,7,23.3333333333333
"306WAC","306WAC",29,3.2,310.8,0,0,1.1,3.2,8.1,29.3,27.851724137931,3,10.3448275862069,3,10.3448275862069
"307-CARME-31","307-CARME-31",11,2.46,9.78,0.44,0.73,0.965,2.46,2.8,3.54,2.63090909090909,0,0,0,0
"307-CARME-33","307-CARME-33",11,0.94,5.29,0.43,0.49,0.575,0.94,2.475,3.89,1.71727272727273,0,0,0,0
"307-CARME-36","307-CARME-36",7,0.69,2.7,0.38,0.464,0.58,0.69,1.18,1.824,1.04142857142857,0,0,0,0
"307-CARME-366","307-CARME-366",1,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0,0,0,0
"307-CARME-38","307-CARME-38",10,0.765,2.53,0.28,0.298,0.3825,0.765,1.1875,1.54,0.909,0,0,0,0
"307CAW135","307CAW135",1,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0,0,0,0
"307CE0094","307CE0094",1,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0,0,0,0
"307CMD","307CMD",29,0.1,21.3,0,0,0,0.1,0.16,2.34,1.12758620689655,0,0,0,0
"307CML","307CML",111,0.1,73.9,0,0,0,0.1,1.95,4.8,2.4618018018018,3,2.7027027027027,1,0.900900900900901
"307CMN","307CMN",34,0.27,28.8,0,0,0.1,0.27,1.675,3,1.72264705882353,1,2.94117647058824,0,0
"307CMRADC","307CMRADC",3,0.35,1.12,0.22,0.246,0.285,0.35,0.735,0.966,0.563333333333333,0,0,0,0
"307CMU","307CMU",33,0.1,154,0,0,0,0.1,0.21,3.14,5.73363636363636,1,3.03030303030303,1,3.03030303030303
"307PS0028","307PS0028",1,0.59,0.59,0.59,0.59,0.59,0.59,0.59,0.59,0.59,0,0,0,0
"307PS0044","307PS0044",1,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0,0,0,0
"307SCCARR","307SCCARR",1,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,0,0,0,0
"307TUL","307TUL",28,1.45,111.8,0,0,0.1,1.45,7.35,18.91,9.19178571428571,3,10.7142857142857,1,3.57142857142857
"308BGC","308BGC",163,0.1,20.1,0,0,0,0.1,0.7,3.2,1.11098159509202,0,0,0,0
"308BSR","308BSR",175,0.1,1568,0,0,0,0.1,0.39,3.68,12.7894857142857,6,3.42857142857143,4,2.28571428571429
"308BSU","308BSU",33,0.1,5.8,0,0,0.1,0.1,0.73,4.2,1.12272727272727,0,0,0,0
"308CAW055","308CAW055",1,1.18,1.18,1.18,1.18,1.18,1.18,1.18,1.18,1.18,0,0,0,0
"308GAR","308GAR",31,0.12,14.2,0,0,0,0.12,1.9,9.1,2.18774193548387,0,0,0,0
"308LILPAL","308LILPAL",1,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0,0,0,0
"308LIM","308LIM",33,3.2,35.2,0,0.02,0.3,3.2,5.9,7.42,4.73636363636364,2,6.06060606060606,0,0
"308LSR","308LSR",153,0.5,262.4,0,0,0.1,0.5,2.5,6.44000000000001,4.46143790849673,3,1.96078431372549,2,1.30718954248366
"308LSRASC","308LSRASC",2,1.095,1.57,0.62,0.715,0.8575,1.095,1.3325,1.475,1.095,0,0,0,0
"308LSU","308LSU",1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0,0,0,0
"308MIL","308MIL",32,3.05,346,0,0,0.1,3.05,5.25,12.05,16.25309375,2,6.25,2,6.25
"308MWCAH1","308MWCAH1",1,2.83,2.83,2.83,2.83,2.83,2.83,2.83,2.83,2.83,0,0,0,0
"308PS0156","308PS0156",1,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0,0,0,0
"308PS0204","308PS0204",1,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0,0,0,0
"308PS0308","308PS0308",1,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,0,0,0,0
"308PWCAH1","308PWCAH1",1,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0,0,0,0
"308ROCBBQ","308ROCBBQ",1,5.72,5.72,5.72,5.72,5.72,5.72,5.72,5.72,5.72,0,0,0,0
"308SAM","308SAM",19,0,10,0,0,0,0,0.54,2.56,1.08368421052632,0,0,0,0
"308SJC","308SJC",30,1.45,13.4,0,0,0.1,1.45,4.525,6.41,2.58633333333333,0,0,0,0
"308WER325","308WER325",1,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0,0,0,0
"308WLO","308WLO",168,0.1,9.6,0,0,0,0.1,0.21,2.4,0.698630952380952,0,0,0,0
"309-SRITA-34","309-SRITA-34",26,62.55,3000,0,3.95,16.525,62.55,165.45,414,271.534615384615,19,73.0769230769231,18,69.2307692307692
"309-SRITA-36","309-SRITA-36",22,282.9,3000,17.3,50.67,102.4,282.9,1286.75,2378.3,785.354545454545,21,95.4545454545455,21,95.4545454545455
"309ALD","309ALD",104,55.7,1652,0,16.1,28.75,55.7,153.9,490.7,161.094230769231,80,76.9230769230769,63,60.5769230769231
"309ALG","309ALG",158,119.15,5492,0,24.3,46.925,119.15,321.25,804.840000000001,338.478481012658,141,89.2405063291139,128,81.0126582278481
"309ALU","309ALU",42,138.35,1081,13,26.11,34.35,138.35,300.9,657.87,246.730952380952,38,90.4761904761905,30,71.4285714285714
"309ANT","309ANT",1,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,0,0,0,0
"309ARCBRC","309ARCBRC",1,2.83,2.83,2.83,2.83,2.83,2.83,2.83,2.83,2.83,0,0,0,0
"309ARSARC","309ARSARC",1,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,0,0,0,0
"309ASB","309ASB",157,36.4,3000,0.1,8.96,18.5,36.4,71.4,157.96,87.8248407643312,102,64.968152866242,70,44.5859872611465
"309ATS","309ATS",38,0.45,35.9,0,0,0.1,0.45,1.85,7.61,3.31947368421053,2,5.26315789473684,0,0
"309AVR","309AVR",12,44.4,1454,5,11.24,30.35,44.4,142.65,1058.1,274.758333333333,10,83.3333333333333,7,58.3333333333333
"309AXX","309AXX",15,12.2,322.3,0.9,3.22,9.75,12.2,25.35,139.7,46.9933333333333,4,26.6666666666667,2,13.3333333333333
"309BLA","309BLA",163,37.8,3000,0.1,5.24,18.6,37.8,75.95,168.4,84.8944171779141,110,67.4846625766871,79,48.4662576687117
"309CAW009","309CAW009",1,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0,0,0,0
"309CAW050","309CAW050",1,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0,0,0,0
"309CAW116","309CAW116",1,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0,0,0,0
"309CAW126","309CAW126",2,0.285,0.39,0.18,0.201,0.2325,0.285,0.3375,0.369,0.285,0,0,0,0
"309CAW130","309CAW130",2,0.275,0.37,0.18,0.199,0.2275,0.275,0.3225,0.351,0.275,0,0,0,0
"309CAW174","309CAW174",2,0.46,0.63,0.29,0.324,0.375,0.46,0.545,0.596,0.46,0,0,0,0
"309CAW178","309CAW178",2,0.1225,0.2,0.045,0.0605,0.08375,0.1225,0.16125,0.1845,0.1225,0,0,0,0
"309CAW182","309CAW182",1,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0,0,0,0
"309CAW194","309CAW194",1,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0,0,0,0
"309CCD","309CCD",59,95.6,3000,5,18.58,35.1,95.6,369,992.2,355.120338983051,49,83.0508474576271,43,72.8813559322034
"309CLCBVC","309CLCBVC",1,1.91,1.91,1.91,1.91,1.91,1.91,1.91,1.91,1.91,0,0,0,0
"309CRR","309CRR",44,2143,5000,13.8,216.35,494,2143,3000,3000,1863.13863636364,43,97.7272727272727,43,97.7272727272727
"309DAV","309DAV",178,15.7,2922,0,0.17,3.275,15.7,52.125,80.17,60.7530898876404,71,39.8876404494382,57,32.0224719101124
"309DSA","309DSA",39,3.99,1200,0,0.1,0.55,3.99,6.25,12.68,35.8228205128205,2,5.12820512820513,2,5.12820512820513
"309ESP","309ESP",161,108.3,3000,0.1,9.1,44.5,108.3,361.4,898,332.991304347826,128,79.5031055900621,122,75.7763975155279
"309GAB","309GAB",92,259,3000,0,31.19,86.225,259,907.25,2451.2,687.625,84,91.304347826087,79,85.8695652173913
"309GRN","309GRN",141,21.1,5000,0,3.3,7.9,21.1,44.2,97,133.909787234043,63,44.6808510638298,41,29.0780141843972
"309HRT","309HRT",11,1139,3000,366.1,524,689.5,1139,1665,2031,1276.91818181818,11,100,11,100
"309JON","309JON",161,51.7,4620,0,13.2,22.4,51.7,146,595,224.475776397516,114,70.8074534161491,91,56.5217391304348
"309KNG","309KNG",36,12.25,176.7,0.1,3.4,5.6,12.25,24.4,35.7,22.75,8,22.2222222222222,3,8.33333333333333
"309LAS1MI","309LAS1MI",1,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0,0,0,0
"309LOK","309LOK",5,350,2351,179.2,199.52,230,350,354.1,1552.24,692.86,5,100,5,100
"309LOR","309LOR",29,0.5,800,0,0,0.1,0.5,4.3,30.6,57.2258620689655,4,13.7931034482759,3,10.3448275862069
"309MER","309MER",162,106.55,3476,4.1,29.9,54.45,106.55,213.7,565.3,264.45987654321,151,93.2098765432099,139,85.8024691358025
"309NAC","309NAC",37,1.5,9.3,0,0.06,0.1,1.5,2.3,4.28,1.87945945945946,0,0,0,0
"309NAD","309NAD",164,99.95,3000,7.55,22.98,41.95,99.95,322.4,850.900000000001,354.076829268293,145,88.4146341463415,125,76.219512195122
"309NAF","309NAF",1,0,0,0,0,0,0,0,0,0,0,0,0,0
"309NOS","309NOS",4,3000,3000,149,1004.3,2287.25,3000,3000,3000,2287.25,4,100,4,100
"309OLD","309OLD",299,74.4,3000,0.1,15.14,32.9,74.4,152.55,285.04,152.91491638796,241,80.6020066889632,209,69.8996655518395
"309POT","309POT",10,42.65,170.5,15,24,29.675,42.65,53.4875,126.58,58.555,9,90,5,50
"309PS0040","309PS0040",1,39.5,39.5,39.5,39.5,39.5,39.5,39.5,39.5,39.5,1,100,0,0
"309PS0043","309PS0043",1,10.84,10.84,10.84,10.84,10.84,10.84,10.84,10.84,10.84,0,0,0,0
"309PS0072","309PS0072",1,27.3,27.3,27.3,27.3,27.3,27.3,27.3,27.3,27.3,1,100,0,0
"309PS0116","309PS0116",1,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0,0,0,0
"309PSO","309PSO",21,0.75,74.3,0,0,0.1,0.75,5.3,9.1,6.16666666666667,1,4.76190476190476,1,4.76190476190476
"309QCW","309QCW",11,681,3000,46.8,84.1,326.45,681,2587,3000,1365.61818181818,11,100,11,100
"309QUA","309QUA",40,262,3000,7.2,29.17,65.025,262,597.75,1688.4,564.83,36,90,32,80
"309QUI","309QUI",117,193.9,5000,0,24.96,63.1,193.9,664,2379.8,644.722222222222,105,89.7435897435898,96,82.051282051282
"309RTA","309RTA",60,199.7,8023,10,30.27,62.7,199.7,998.25,1962.9,732.178333333333,54,90,50,83.3333333333333
"309SAC","309SAC",123,48.6,3000,0,12.3,22.75,48.6,90.8,231.74,153.601382113821,89,72.3577235772358,68,55.2845528455285
"309SAG","309SAG",74,50.25,3000,0.1,11.68,23.975,50.25,107.6,307.17,156.166216216216,55,74.3243243243243,42,56.7567567567568
"309SALDBD","309SALDBD",1,15.6,15.6,15.6,15.6,15.6,15.6,15.6,15.6,15.6,0,0,0,0
"309SALDDM","309SALDDM",1,11.5,11.5,11.5,11.5,11.5,11.5,11.5,11.5,11.5,0,0,0,0
"309SALUBD","309SALUBD",1,18.7,18.7,18.7,18.7,18.7,18.7,18.7,18.7,18.7,0,0,0,0
"309SAN","309SAN",38,0.31,6,0,0,0.025,0.31,1.155,2.13,0.770789473684211,0,0,0,0
"309SAP","309SAP",1,0,0,0,0,0,0,0,0,0,0,0,0,0
"309SARANF","309SARANF",1,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0,0,0,0
"309SAS","309SAS",14,23.2,82.9,0.1,0.85,4.975,23.2,48.7,72.11,30.6928571428571,7,50,6,42.8571428571429
"309SAT","309SAT",20,1.05,37.6,0,0,0.265,1.05,2.7,5.8,3.4125,1,5,0,0
"309SBC","309SBC",11,309.4,712,31.7,70.1,130.05,309.4,427.4,474,304.863636363636,11,100,10,90.9090909090909
"309SBR","309SBR",39,16.2,725,0,2.38,6.105,16.2,34.25,53.6,39.4182051282051,13,33.3333333333333,9,23.0769230769231
"309SDCMCC","309SDCMCC",1,6.58,6.58,6.58,6.58,6.58,6.58,6.58,6.58,6.58,0,0,0,0
"309SEC","309SEC",32,0.58,8,0,0.00999999999999997,0.1,0.58,1.55,3.75,1.3771875,0,0,0,0
"309SED071","309SED071",5,0.39,0.85,0.16,0.216,0.3,0.39,0.57,0.738,0.454,0,0,0,0
"309SET","309SET",24,0.8,11,0,0.03,0.1,0.8,1.475,3.31,1.70458333333333,0,0,0,0
"309SOS","309SOS",10,470.5,3000,266.6,298.1,423.25,470.5,766.75,1453.8,800.32,10,100,10,100
"309SSP","309SSP",87,47.6,2584,0.1,9.62,26.1,47.6,87.55,342.92,151.647126436782,67,77.0114942528736,50,57.4712643678161
"309SUN","309SUN",15,14.7,1223,0.1,1.64,2.65,14.7,21.75,122.36,103.008666666667,3,20,2,13.3333333333333
"309TEH","309TEH",162,114.2,3260,5.9,40.6,68.85,114.2,219.65,746.8,287.135185185185,155,95.679012345679,146,90.1234567901235
"309TEM","309TEM",38,68.45,513.7,8.9,28.4,45.225,68.45,115.55,213.620000000001,103.935789473684,35,92.1052631578947,29,76.3157894736842
"309TOP","309TOP",1,12,12,12,12,12,12,12,12,12,0,0,0,0
"309UAL","309UAL",4,92.5,150,44,53.3,67.25,92.5,120,138,94.75,4,100,4,100
"309UQA","309UQA",14,14.55,2384,4.6,5.43,7.8,14.55,165.2,289.86,237.685714285714,6,42.8571428571429,6,42.8571428571429
"309USA","309USA",51,3.4,1097,0,0,0.45,3.4,9.65,54.6,36.4413725490196,6,11.7647058823529,6,11.7647058823529
"309WLCATC","309WLCATC",1,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.7,0,0,0,0
"310ADC","310ADC",91,0.1,34.2,0,0,0,0.1,1.05,5.1,2.2267032967033,3,3.2967032967033,0,0
"310ADU","310ADU",3,0,0.12,0,0,0,0,0.06,0.096,0.04,0,0,0,0
"310AGB","310AGB",32,2.15,21.4,0,0.00999999999999997,0.49,2.15,5.275,9.91,4.01125,0,0,0,0
"310AGF","310AGF",34,3.15,37.8,0,0,0.6,3.15,6.925,16.44,5.81382352941176,1,2.94117647058824,0,0
"310AGS","310AGS",34,2.55,15.2,0,0,0.1,2.55,6.425,9.74,3.95441176470588,0,0,0,0
"310APN","310APN",92,0.615,11.4,0.1,0.281,0.3675,0.615,1.125,2.093,1.01163043478261,0,0,0,0
"310ARG","310ARG",130,2,1571,0,0,0.1,2,5.975,15.56,25.7184615384615,11,8.46153846153846,9,6.92307692307692
"310BER","310BER",8,3.85,8.4,0.1,0.1,0.175,3.85,4.375,5.74,3.175,0,0,0,0
"310CAN","310CAN",294,1.435,91.5,0,0.523,0.8125,1.435,2.33,3.678,3.06027210884354,6,2.04081632653061,2,0.680272108843537
"310CAW176","310CAW176",1,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0,0,0,0
"310CAW192","310CAW192",1,2.52,2.52,2.52,2.52,2.52,2.52,2.52,2.52,2.52,0,0,0,0
